index|name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio|gubun|score|visitCount|blogCount
644|아우어베이커리 도산본점|33.86611764705883|48.898352941176455|41.35058823529412|33.53317647058823|25.02258823529413|20.15623529411764|62|38|베이커리|4.45|1431|4109
645|어물전 청 도산공원점|5.944470588235283|45.52211764705882|48.97082352941177|40.2545882352941|29.06376470588235|24.31223529411763|53|47|해물,생선요리|4.33|208|24
646|에이커스|38.73552941176472|51.58870588235294|36.60117647058823|25.13858823529412|17.37270588235293|13.58705882352942|64|36|다이어트,샐러드|4.11|263|404
647|오엔|54.16133333333332|79.14133333333331|59.13766666666668|39.067666666666646|34.627999999999986|32.95333333333331|51|49|이탈리아음식|4.16|1132|336
648|우돈청|56.65199999999996|99.88349999999998|90.7565|70.92099999999999|49.2865|47.87899999999999|50|50|육류,고기요리|4.58|237|164
649|우시야 본점|23.86099999999998|77.91566666666667|66.66066666666666|49.14066666666668|38.78|34.51|42|58|소고기구이|4.51|493|88
650|을지다락 가로수길|45.70282352941176|50.888705882352944|37.26282352941177|34.78494117647058|28.864941176470587|23.365176470588235|57|43|이탈리아음식|4.48|530|662
651|이치에|25.00000000000001|99.02649999999998|99.58149999999996|76.51999999999995|55.47149999999999|51.17149999999996|49|51|일식당|4.46|690|169
652|잠수교집 5호점|51.68399999999996|93.53549999999996|98.09499999999996|96.43949999999998|66.84349999999995|52.52899999999995|53|47|한식|4.51|388|583
653|정돈프리미엄 신사점|28.87647058823529|50.27317647058823|43.37411764705881|32.12729411764706|25.684470588235293|22.041882352941183|45|55|돈가스|4.35|727|585
654|청수당갤러리|42.92541176470587|50.2915294117647|38.07623529411763|31.451058823529404|25.48917647058824|18.46470588235293|59|41|카페,디저트|4.44|987|1103
655|카페 마당|11.733428571428565|29.66542857142856|27.519142857142825|18.167999999999964|7.595714285714246|4.241142857142817|63|37|북카페|4.47|652|323
656|카페 아뮈제 도산|36.03082352941175|49.4865882352941|40.92141176470585|36.74870588235294|29.11788235294117|25.07882352941176|63|37|카페,디저트|4.62|300|509
657|크라운돼지|25.00000000000001|90.04899999999995|89.93749999999997|82.17549999999999|64.817|62.138499999999965|41|59|육류,고기요리|4.76|151|306
658|타코앤칠리|25.00000000000001|99.741|88.61149999999998|76.21899999999997|52.801499999999976|25.00000000000001|54|46|멕시코,남미음식|4.96|168|51
659|텔러스 9.5|32.26164705882353|52.46376470588236|41.86447058823528|29.574117647058813|21.2089411764706|14.54376470588234|54|46|바(BAR)|4.5|274|484
660|파시0914|11.733428571428565|29.66542857142856|27.519142857142825|18.167999999999964|7.595714285714246|4.241142857142817|63|37|양식|4.47|237|160
661|프레임|11.764705882352953|48.0955294117647|35.72094117647058|20.544941176470573|20.42305882352942|11.764705882352953|52|48|양식|4.29|41|51
662|플르서라구뜨|56.65199999999996|99.88349999999998|90.7565|70.92099999999999|49.2865|47.87899999999999|50|50|브런치|4.33|13|41
663|플링크 압구정|25.00000000000001|92.49249999999996|90.79749999999994|85.09549999999996|73.52299999999998|56.74749999999998|61|39|베이커리|4.45|216|227
664|핀치브런치바|28.429882352941178|52.69741176470589|42.09247058823528|34.08682352941177|28.42494117647058|23.350588235294115|70|30|브런치|4.85|96|76
665|형훈 텐동|33.69811764705883|51.416|39.53247058823528|29.6950588235294|23.79929411764705|19.49482352941176|50|50|일식당|4.4|552|559
666|Ginos NY Pizza 압구정점|61.163|97.29849999999998|90.75049999999996|74.1335|54.09|25.00000000000001|50|50|피자|4.33|305|319
667|Poke all day 포케&샐러드 신사점|51.648333333333326|80.78533333333333|55.83766666666666|37.91366666666666|30.61866666666668|24.533999999999978|67|33|다이어트,샐러드|4.4|239|543
668|고급오복수산|39.963499999999975|96.78399999999996|97.97299999999994|88.7105|80.11949999999999|74.62149999999998|53|47|일식당|4.52|574|668
669|고반식당 가로수길점|11.764705882352953|50.468941176470594|41.54611764705883|34.87905882352942|28.29176470588236|22.501882352941166|48|52|돼지고기구이|4.61|649|475
670|골뱅이신사|11.764705882352953|50.66964705882353|43.211764705882345|40.17317647058823|29.565411764705885|24.34635294117647|55|45|해물,생선요리|4.73|437|400
671|구들|11.764705882352953|48.82752941176469|45.05364705882353|33.29270588235294|26.736470588235296|11.764705882352953|54|46|요리주점|4.75|122|228
672|닭으로가 압구정본점|75.24649999999995|96.40649999999997|88.30549999999995|76.08049999999996|56.30849999999994|54.58999999999998|54|46|닭갈비|4.45|602|685
673|더 키친 일뽀르노 청담점|39.673|88.11299999999996|98.01099999999998|90.46949999999995|82.28549999999998|76.6895|53|47|이탈리아음식|4.41|129|274
674|더페이머스버거 압구정점|62.97466666666664|82.54433333333331|58.966|46.37566666666666|33.56766666666665|26.32233333333333|53|47|햄버거|4.69|242|742
675|디저트로이|41.218823529411765|51.27741176470588|37.96094117647058|28.14941176470589|24.237882352941163|11.764705882352953|59|41|카페,디저트|4.44|84|181
676|르알래스카 가로수길 본점|60.85449999999996|97.93049999999994|84.17899999999997|79.85699999999999|62.01699999999997|48.262999999999984|58|42|베이커리|4.4|954|649
677|맥파이앤타이거 신사티룸|27.30423529411765|50.684235294117656|41.19576470588234|27.237411764705865|20.929411764705875|15.82000000000001|57|43|차|4.87|239|645
678|메종 사우스케이프|25.00000000000001|88.27849999999995|88.14399999999996|85.05949999999997|77.60799999999999|67.23199999999999|61|39|브런치|4.18|249|178
679|모던오뎅|11.764705882352953|48.72658823529412|42.82823529411763|27.913647058823525|18.880235294117647|11.764705882352953|55|45|일식당|4.34|246|195
680|목탄장 도산점|11.764705882352953|45.05835294117645|47.16658823529412|38.192|26.19058823529412|19.27176470588235|54|46|요리주점|4.3|220|169
681|미드타운|46.62666666666666|76.024|53.87066666666666|34.602666666666664|27.34433333333334|19.47499999999998|59|41|브런치|5.0|198|223
682|미분당 신사점|29.256705882352943|47.58776470588234|41.23858823529411|34.502117647058824|22.983294117647045|20.014117647058825|54|46|베트남음식|4.53|319|735
683|바랗|25.00000000000001|70.13149999999999|89.97899999999994|96.22649999999996|92.79949999999997|85.96749999999994|45|55|해물,생선요리|4.34|196|422
684|베이커리 앤 커피 by 쿤달 압구정로데오 플래그쉽스토어|39.40094117647058|49.72211764705883|39.0381176470588|30.436000000000007|23.819764705882363|18.890117647058823|58|42|베이커리|4.62|251|474
685|볼피노|25.00000000000001|99.76099999999995|98.45499999999998|69.25399999999996|54.455499999999965|48.44549999999996|55|45|이탈리아음식|4.29|994|394
686|뻐꾸기 본점|11.764705882352953|48.9644705882353|43.42588235294116|34.045647058823526|17.47576470588235|11.764705882352953|52|48|포장마차|4.41|333|183
687|사이|6.348470588235301|52.49011764705882|45.86988235294117|30.85247058823529|23.90117647058824|17.17411764705882|48|52|이자카야|4.65|443|339
688|서울러|11.764705882352953|47.69341176470588|40.162117647058814|28.536470588235304|20.72399999999999|11.764705882352953|55|45|와인|4.82|155|337
689|소각|11.764705882352953|49.055764705882346|37.77411764705882|29.82282352941177|24.94470588235293|11.764705882352953|58|42|중식당|4.88|384|1432
690|소적두 압구정점|17.259999999999945|86.33799999999994|75.1629999999999|67.50099999999993|49.65399999999988|37.151999999999965|55|45|카페|4.6|352|485
691|솔솥 청담점|3.302571428571393|32.120857142857126|24.73628571428569|14.08485714285712|8.882571428571406|4.20828571428568|60|40|한식|4.75|435|389
692|쉐이크쉑 청담점|36.45341176470589|50.34282352941175|43.87058823529412|37.36141176470588|25.42752941176471|23.20870588235293|53|47|햄버거|4.44|1991|4924
693|스시 이토|33.82566666666668|77.697|65.94033333333333|41.68933333333331|34.071|30.110666666666653|42|58|초밥,롤|4.34|428|213
694|스시사카우|11.764705882352953|47.427294117647065|41.07576470588234|26.991058823529418|22.212941176470576|11.764705882352953|49|51|초밥,롤|4.69|312|124
695|스페인클럽 가로수본점|25.00000000000001|91.33249999999995|87.67749999999998|78.82799999999999|72.05149999999996|68.09299999999999|51|49|스페인음식|4.28|497|160
696|식물성 도산|29.097176470588227|47.80894117647059|38.88282352941175|30.796235294117647|23.7089411764706|11.764705882352953|55|45|카페,디저트|4.78|287|188
697|씨네드쉐프 압구정|37.4270588235294|52.41152941176468|47.15505882352938|39.102588235294085|30.85058823529409|25.61952941176468|51|49|양식|4.64|454|296
698|안주집|25.133|80.05533333333332|53.21399999999997|37.54266666666665|33.01833333333333|26.17666666666666|55|45|요리주점|4.73|81|309
699|양철지붕|25.00000000000001|98.26149999999996|88.72249999999995|75.24799999999996|41.84399999999997|39.74199999999999|52|48|요리주점|4.44|177|95
700|오르비에토|25.38870588235295|49.29647058823528|41.72682352941177|21.274588235294107|17.75529411764705|11.764705882352953|53|47|양식|4.72|151|112
701|온천집 스키야키|6.065999999999969|32.18914285714284|28.705999999999964|25.379714285714268|15.370285714285703|9.91999999999996|61|39|아시아음식|4.5|286|744
702|우텐더|25.00000000000001|91.06149999999998|94.17199999999994|77.06449999999995|54.10749999999995|25.00000000000001|51|49|소고기구이|4.72|250|121
703|윌비 가로수길점|36.133647058823534|47.184470588235286|38.47599999999999|32.12423529411764|20.07341176470589|11.764705882352953|62|38|카페,디저트|4.59|164|190
704|장 스테이크|48.32249999999998|99.76549999999996|92.60049999999994|72.41399999999996|60.75049999999996|55.57599999999999|50|50|스테이크,립|4.62|318|683
705|카페 노티드 신사 옐로우바스켓 팝업|56.67933333333334|79.3663333333333|61.40933333333331|56.06666666666666|40.35499999999998|29.95599999999997|63|37|카페|4.64|277|722
706|카페그라쎄|25.00000000000001|93.50299999999996|85.51799999999994|72.90099999999997|59.60099999999999|25.00000000000001|60|40|이탈리아음식|4.42|328|242
707|트라가 가로수길점|5.216857142857119|33.339142857142825|24.50714285714284|20.76142857142853|17.92571428571426|11.987714285714262|50|50|스페인음식|4.9|362|952
708|플디 도산점|39.30470588235293|51.33882352941176|37.355764705882336|23.883294117647065|17.27388235294117|14.001647058823522|66|34|카페,디저트|4.28|370|280
709|홍미닭발 신사본점|58.29149999999997|99.3065|88.52249999999997|87.85749999999994|64.6725|47.27999999999997|56|44|닭발|4.35|572|828
710|갸우뚱|11.764705882352953|47.53976470588235|39.066588235294105|32.188|27.343058823529404|31.26047058823529|53|47|중식당|4.61|326|196
711|고엔|12.323764705882349|51.705411764705886|36.94329411764705|27.97317647058825|22.41082352941177|11.764705882352953|49|51|이자카야|4.56|100|70
712|깔리|35.026352941176484|52.40376470588235|35.64470588235294|32.28164705882353|28.84447058823528|22.833411764705872|54|46|인도음식|4.54|1024|1117
713|나누미떡볶이 성대본점|13.05199999999997|33.535142857142844|29.31342857142856|33.344285714285704|21.013142857142828|5.110285714285703|55|45|떡볶이|4.35|2512|1058
714|낫컴플리트|59.60433333333333|76.16533333333334|42.01933333333333|28.01433333333333|22.42833333333334|16.66666666666668|61|39|카페,디저트|4.56|285|312
715|뎁짜이|30.31129411764706|48.46776470588234|39.0475294117647|35.50941176470588|26.83576470588236|21.362352941176475|56|44|베트남음식|4.35|1269|1511
716|도토리편백집|27.36352941176469|49.75199999999999|40.4150588235294|36.96517647058821|30.48917647058821|25.78470588235293|54|46|돼지고기구이|4.32|1095|886
717|독일주택|16.66666666666668|79.65733333333331|48.89100000000001|36.505|30.35466666666668|18.181333333333345|54|46|바(BAR)|4.51|420|707
718|동화|38.99966666666665|81.38966666666664|47.14333333333331|37.78666666666667|35.96899999999999|26.98433333333335|52|48|요리주점|4.71|298|138
719|리본윈도우|34.466117647058816|52.43129411764704|35.56305882352942|27.475764705882348|23.76988235294116|15.68399999999999|64|36|브런치|4.58|208|100
720|마띠에르|42.83717647058825|52.13035294117647|33.144235294117635|24.919999999999987|19.339294117647064|11.764705882352953|60|40|카페,디저트|4.48|523|514
721|메밀향그집|30.65623529411762|50.26094117647059|36.47670588235293|30.718823529411736|28.628470588235267|25.003999999999976|54|46|한식|4.49|736|1145
722|멘야산다이메 명륜4가점|42.70682352941176|50.15858823529411|36.74305882352941|29.202117647058827|23.70964705882353|20.281411764705894|49|51|일본식라면|4.31|696|720
723|명륜손칼국수|25.729999999999965|79.78849999999996|89.20399999999998|94.10049999999994|90.75049999999996|89.92099999999994|45|55|칼국수,만두|4.38|278|132
724|무던|65.54499999999999|76.47833333333331|46.46533333333331|35.65333333333335|25.689|21.47433333333333|62|38|아이스크림|4.6|136|206
725|미도인 대학로|26.690857142857112|38.47885714285712|13.613142857142847|15.238571428571404|10.271428571428553|5.903999999999973|55|45|양식|4.37|1089|536
726|미분당 대학로점|60.33500000000001|98.53899999999996|82.22299999999997|75.64599999999997|55.806|25.00000000000001|56|44|베트남음식|4.47|1020|370
727|버거파크|33.43458823529412|49.04494117647058|37.79294117647058|33.002117647058824|22.603058823529413|11.764705882352953|52|48|햄버거|4.51|1327|930
728|브라운 에비뉴|50.418|77.30599999999997|53.22533333333334|47.287|38.564333333333344|26.021999999999984|63|37|브런치|4.63|436|222
729|삼 원 샏|11.764705882352953|49.7435294117647|36.29505882352941|29.69741176470589|24.2284705882353|19.22235294117646|59|41|카페,디저트|4.39|584|717
730|삼겹살 전문점 대통령|17.52657142857141|38.03199999999997|18.75571428571428|16.855142857142845|13.556285714285687|9.585999999999968|46|54|육류,고기요리|4.37|632|581
731|서양집|58.702333333333335|79.684|48.709|38.38233333333333|30.465333333333337|27.285|51|49|이탈리아음식|4.58|679|1000
732|서화커피|41.81811764705881|52.08235294117648|33.792705882352955|24.757882352941177|21.24964705882353|11.764705882352953|57|43|카페,디저트|4.49|232|473
733|소구미 대학로직영점|35.555999999999926|96.54899999999992|56.14799999999988|58.56299999999993|56.08499999999995|36.35199999999995|45|55|육류,고기요리|4.38|81|44
734|소친친|45.05550000000001|91.10299999999997|85.35199999999995|88.25449999999998|88.24949999999994|88.71699999999996|54|46|퓨전음식|4.49|437|410
735|솔나무길된장예술|45.05550000000001|91.10299999999997|85.35199999999995|88.25449999999998|88.24949999999994|88.71699999999996|54|46|비빔밥|4.49|513|460
736|야스미|36.32188235294116|49.12964705882353|35.614117647058826|31.55011764705882|22.982823529411768|11.764705882352953|50|50|일식당|4.39|365|344
737|오이지 대학로|12.117333333333317|47.05666666666665|22.960444444444427|22.4402222222222|27.704888888888867|20.40777777777776|61|39|한식|4.51|1164|681
738|유자유김치떡볶이 대학로점|76.23549999999999|99.8395|80.365|74.4735|54.98049999999997|36.922|55|45|떡볶이|4.53|507|415
739|육미안|19.43449999999997|80.60399999999997|41.36649999999998|37.69099999999999|32.758999999999986|24.96299999999996|49|51|소고기구이|4.39|486|314
740|일월일일|43.71223529411763|52.35764705882353|31.26164705882353|23.26752941176469|17.10047058823529|11.764705882352953|60|40|카페,디저트|4.5|344|304
741|정돈 대학로본점|20.75822222222221|46.8191111111111|25.181555555555533|21.62888888888888|22.188888888888865|13.45399999999998|50|50|돈가스|4.48|3108|2651
742|쪼리375|34.54070588235293|49.892|35.137647058823525|32.18494117647058|25.21647058823529|20.38164705882352|53|47|닭요리|4.54|780|1476
743|창경궁로240|71.80149999999999|99.49699999999996|75.88850000000001|66.0255|63.85999999999995|48.61949999999997|59|41|카페,디저트|4.6|10|12
744|창화당 대학로점|36.59623529411761|47.39694117647056|36.15952941176468|35.19152941176469|28.03764705882352|24.210117647058805|55|45|칼국수,만두|4.24|431|333
745|칠린|56.082999999999984|75.28099999999999|41.89166666666665|36.97399999999998|35.91099999999998|16.66666666666668|57|43|바(BAR)|4.54|702|375
746|카페첫만남|42.65388235294117|50.88635294117646|29.051764705882345|24.34823529411765|20.48447058823529|11.764705882352953|61|39|카페,디저트|4.32|460|164
747|카페혜화동|42.85741176470587|51.73270588235293|27.810352941176475|23.322352941176465|20.412000000000003|11.764705882352953|61|39|카페,디저트|4.49|397|339
748|칸다소바|37.17149999999997|95.16499999999996|47.274499999999954|42.45899999999998|46.42499999999995|26.332499999999985|56|44|일식당|4.47|2134|996
752|파스타마켓|60.64200000000001|79.66266666666665|47.058666666666646|38.811666666666646|31.66366666666668|24.269666666666662|59|41|스파게티,파스타전문|4.37|937|623
753|페르시안궁전|11.230571428571391|31.00114285714284|19.097999999999963|17.92142857142855|12.908285714285675|7.776285714285697|48|52|인도음식|4.77|1307|1011
754|하이디라오 대학로점|44.6915294117647|52.55482352941174|34.284000000000006|28.454588235294125|24.628|20.539294117647064|61|39|중식당|4.68|1811|378
755|학림|33.56199999999998|79.27749999999996|35.105499999999964|21.350499999999943|20.669999999999973|18.88399999999996|59|41|카페|4.51|1700|1606
756|혜화곱창|50.256999999999984|77.37533333333334|49.51966666666666|41.217666666666666|33.44200000000001|22.23833333333332|54|46|곱창,막창,양|4.47|494|238
757|혜화도담|33.65966666666665|81.83866666666664|55.47966666666664|48.18933333333332|47.029333333333305|39.49333333333331|52|48|한식|4.53|1026|601
758|혜화칼국수|52.07349999999995|95.7045|91.88899999999995|96.03699999999996|94.86249999999998|95.67849999999996|51|49|칼국수,만두|4.25|1411|974
759|호호식당 대학로|43.126499999999965|84.3825|37.34299999999997|36.59449999999998|31.596499999999978|20.948999999999945|55|45|일식당|4.42|2261|2013
760|환식당|42.05858823529413|48.64047058823528|26.44941176470588|21.33600000000001|20.37388235294118|11.764705882352953|54|46|양식|4.37|75|23
761|1940 금문|25.00000000000001|80.64549999999996|84.05999999999999|88.93499999999996|81.2745|83.17349999999999|45|55|중식당|4.68|359|75
762|겐로쿠우동 대학로점|67.86466666666668|79.17466666666664|39.20433333333332|25.63666666666668|20.77533333333333|17.562333333333342|56|44|우동,소바|4.5|670|564
763|고기공방|37.7910588235294|52.34870588235293|34.83105882352942|23.30517647058824|17.653176470588242|11.764705882352953|50|50|육류,고기요리|4.6|222|230
764|고쿠텐 대학로점|38.463058823529394|49.33317647058824|34.04776470588236|27.796470588235287|21.30494117647059|11.764705882352953|53|47|일식당|4.33|356|314
765|곱창고 대학로점|36.80799999999999|48.76117647058822|30.586352941176465|29.566588235294127|21.96964705882352|11.764705882352953|51|49|곱창,막창,양|4.75|155|110
766|그림제작소 혜화점|67.86466666666668|79.17466666666664|39.20433333333332|25.63666666666668|20.77533333333333|17.562333333333342|56|44|카페,디저트|4.8|712|149
767|나무요일|11.764705882352953|48.15717647058822|36.1964705882353|26.61388235294117|18.36494117647058|11.764705882352953|53|47|와인|4.38|26|78
768|다다미 소바|74.28149999999998|94.35849999999998|73.67499999999997|71.32949999999997|61.088999999999984|25.00000000000001|53|47|일식당|4.2|617|119
769|달빛마루|16.66666666666668|75.18766666666664|41.15233333333334|32.083000000000006|28.804333333333314|16.66666666666668|52|48|요리주점|4.3|174|346
770|또오리|51.883499999999984|95.31799999999998|83.94549999999997|79.60549999999996|83.46149999999999|86.76599999999998|46|54|오리요리|4.52|358|427
771|랑데자뷰 대학로점|47.5395294117647|49.24682352941176|32.03835294117647|22.77929411764706|16.256000000000007|11.764705882352953|56|44|카페,디저트|4.24|280|223
772|릴랙스 인 다운타운|66.27466666666666|76.88799999999998|43.869|34.557333333333325|31.17266666666666|28.035666666666675|56|44|카페,디저트|4.64|54|134
773|마녀주방 대학로점|98.39849999999996|94.7315|64.3885|72.1395|25.00000000000001|25.00000000000001|56|44|이탈리아음식|4.41|1112|399
774|마마그릭 성대점|37.384941176470576|51.9404705882353|32.1715294117647|23.42047058823529|21.4569411764706|11.764705882352953|69|31|다이어트,샐러드|4.69|111|91
775|맘스터치 종로대학로점|40.8150588235294|49.13529411764706|33.7724705882353|24.33952941176469|18.991294117647065|21.080470588235293|49|51|치킨,닭강정|4.39|534|47
776|맛의정원|11.764705882352953|48.70776470588234|31.299999999999983|25.26611764705881|11.764705882352953|11.764705882352953|61|39|양식|4.47|305|124
777|메리그린|46.64611764705883|50.47741176470587|24.63670588235293|18.824470588235283|14.301411764705874|11.764705882352953|65|35|카페,디저트|4.56|249|215
778|미가라멘 대학로점|43.96258823529412|49.82729411764706|35.570823529411754|26.442117647058826|17.325647058823524|15.319999999999997|50|50|일본식라면|4.36|274|226
779|바오쯔|25.00000000000001|92.79849999999998|80.72649999999996|80.58249999999998|70.68299999999998|65.095|55|45|딤섬,중식만두|4.32|328|153
780|부추곱창 대학로점|36.44423529411765|50.37199999999999|33.54376470588236|28.130588235294105|23.49011764705881|11.764705882352953|52|48|곱창,막창,양|4.48|208|494
781|부탄츄 대학로점|67.86466666666668|79.17466666666664|39.20433333333332|25.63666666666668|20.77533333333333|17.562333333333342|56|44|일본식라면|4.33|494|322
782|서울바당|25.00000000000001|98.71449999999994|84.37599999999998|57.41699999999997|51.36049999999995|45.55299999999999|53|47|야식|4.32|29|25
783|서피동파|11.764705882352953|49.516470588235286|33.30070588235293|30.745647058823533|26.20188235294116|11.764705882352953|51|49|한식|4.47|206|132
784|센꼬치|11.764705882352953|48.49247058823528|35.34023529411765|26.58611764705881|18.82188235294117|11.764705882352953|52|48|이자카야|4.54|85|44
785|솔솥 대학로점|18.83600000000001|48.14164705882351|37.5910588235294|29.266823529411774|27.07129411764705|11.764705882352953|61|39|한식|4.32|52|15
786|스노브 대학로점|39.24023529411764|52.76235294117646|35.854352941176465|27.879294117647056|19.64211764705881|11.764705882352953|60|40|케이크전문|4.33|1094|786
787|오늘도 한잔|16.66666666666668|77.805|28.727666666666668|21.134666666666668|19.857333333333315|16.66666666666668|56|44|바(BAR)|4.63|132|54
788|울리브루잉|11.764705882352953|50.79058823529412|39.33317647058824|35.026352941176484|20.58917647058824|15.948941176470596|50|50|맥주,호프|5.0|59|19
789|육식주|25.00000000000001|99.79399999999995|79.87199999999997|58.7615|45.06999999999998|25.00000000000001|49|51|육류,고기요리|5.0|160|116
790|은식당|25.00000000000001|97.30399999999996|79.41499999999999|72.0195|51.86449999999996|25.00000000000001|51|49|육류,고기요리|4.37|306|194
791|이마쇼쿠|11.764705882352953|47.70588235294117|39.51623529411764|25.09482352941176|16.450588235294102|11.764705882352953|49|51|일식당|4.43|116|50
792|이유식당|11.764705882352953|47.16894117647058|37.289176470588245|35.29835294117646|29.43670588235295|23.640941176470577|57|43|백반,가정식|4.49|333|87
793|이자카야진|22.66823529411764|51.776941176470594|37.65411764705882|32.47270588235295|23.173176470588224|16.19576470588235|49|51|오뎅,꼬치|4.29|115|94
794|청화원|71.3925|98.7545|78.66349999999997|69.66099999999994|56.22349999999996|47.6225|55|45|딤섬,중식만두|3.99|411|75
795|카페 빵쌤 대학로점|32.40894117647059|49.04352941176471|34.80988235294118|29.885882352941174|24.330117647058827|11.764705882352953|60|40|카페,디저트|4.54|440|82
796|카페키이로|39.17011764705882|50.85976470588234|35.59411764705883|24.242352941176456|17.47576470588235|11.764705882352953|63|37|카페,디저트|4.54|446|607
797|키햐아 혜화점|35.97411764705881|49.55858823529413|30.2969411764706|21.22447058823528|17.135294117647064|11.764705882352953|58|42|일식당|4.47|225|201
798|포크랜드피케이월드직영점|25.00000000000001|96.74899999999994|86.12699999999998|74.38899999999997|61.277|25.00000000000001|51|49|돼지고기구이|4.39|230|349
799|피자보이시나 대학로점|35.812000000000005|47.42|34.02588235294118|30.955529411764708|24.648470588235284|11.764705882352953|51|49|피자|4.54|287|437
800|피터팬스테이크|41.976470588235294|50.41317647058823|32.47435294117648|30.88047058823528|23.459529411764706|11.764705882352953|53|47|스테이크,립|4.68|496|320
801|학림커피|52.91749999999996|99.52749999999996|81.44899999999996|72.60849999999998|71.26499999999997|72.03799999999994|57|43|카페|4.53|244|132
802|현초밥|30.10399999999998|49.11976470588234|36.18988235294116|33.66070588235293|28.683058823529382|25.78564705882352|49|51|초밥,롤|4.34|782|515
803|혜화 골목냉면|98.39849999999996|94.7315|64.3885|72.1395|25.00000000000001|25.00000000000001|56|44|냉면|4.29|833|104
804|혜화돌쇠아저씨|37.98329411764706|48.40329411764704|39.4105882352941|30.562117647058827|21.316235294117632|20.315058823529423|57|43|종합분식|4.54|236|266
805|혜화동 다이닝|33.944941176470586|50.69764705882353|34.47341176470587|25.692000000000004|21.25717647058822|11.764705882352953|52|48|양식|4.36|124|151
806|혜화랑|11.764705882352953|49.866117647058815|38.0870588235294|29.40305882352942|22.42941176470588|11.764705882352953|52|48|와인|4.47|115|309
807|혜화양육관|11.764705882352953|47.31317647058822|39.63929411764706|35.80941176470589|28.98188235294117|11.764705882352953|48|52|양꼬치|4.38|450|483
808|혼가츠 대학로점|25.80114285714284|30.2422857142857|14.769999999999984|17.16542857142854|9.09971428571426|3.8554285714285417|51|49|돈가스|4.39|756|608
809|화화담 대학로|40.40847058823529|48.68752941176472|34.044|34.464705882352945|31.880941176470586|11.764705882352953|55|45|베트남음식|5.0|371|188
810|히메시야|25.80114285714284|30.2422857142857|14.769999999999984|17.16542857142854|9.09971428571426|3.8554285714285417|51|49|일식당|4.32|434|113
814|PIT A PAT|11.764705882352953|49.35999999999999|32.300941176470594|26.51670588235294|23.05035294117648|11.764705882352953|53|47|북카페|4.49|188|67
815|경성양꼬치 혜화점|25.00000000000001|98.49049999999994|73.32249999999999|67.05399999999997|57.26649999999998|25.00000000000001|48|52|양꼬치|4.38|99|401
816|기꾸스시|11.764705882352953|49.35999999999999|32.300941176470594|26.51670588235294|23.05035294117648|11.764705882352953|53|47|초밥,롤|4.35|463|126
817|눅|29.368333333333325|76.44366666666664|46.68066666666666|28.36333333333333|26.193666666666665|16.66666666666668|64|36|요리주점|4.47|2|1
818|달팽이카페|25.00000000000001|98.09449999999994|77.34249999999996|69.65849999999999|49.889|25.00000000000001|61|39|브런치|4.73|96|130
819|대학로쭈왕쭈꾸미|11.764705882352953|47.06635294117646|31.43364705882352|29.95811764705883|27.38258823529413|11.764705882352953|53|47|주꾸미요리|4.29|106|84
820|대한맥주집 대학로점|25.00000000000001|99.62699999999998|73.35499999999998|70.4485|59.001499999999965|25.00000000000001|50|50|치킨,닭강정|4.26|212|357
821|돈돈정 대학로점|41.541411764705884|49.49341176470586|29.723058823529403|24.02235294117648|17.954823529411772|11.764705882352953|53|47|일식당|4.16|573|505
822|라뜰리에 꼼때|25.00000000000001|90.51749999999994|95.09149999999995|63.30999999999995|48.0395|25.00000000000001|48|52|프랑스음식|4.97|25|72
823|리춘시장 대학로CGV점|68.41399999999996|94.82899999999997|77.90299999999998|70.31749999999995|53.95249999999999|25.00000000000001|48|52|중식당|4.23|335|50
824|마로화적|25.00000000000001|67.91449999999996|72.7705|89.27799999999999|92.911|97.90099999999998|49|51|육류,고기요리|4.31|132|148
825|맥덕스|11.764705882352953|47.77317647058823|36.28070588235294|30.94941176470587|24.88517647058824|11.764705882352953|50|50|맥주,호프|4.71|57|323
826|맥썸 대학로점|11.764705882352953|50.75835294117647|28.86235294117647|22.460470588235296|19.190117647058827|11.764705882352953|53|47|맥주,호프|4.4|246|41
827|머노까머나 대학로점|38.09670588235294|47.99223529411765|36.80211764705882|36.1564705882353|30.983999999999988|11.764705882352953|52|48|인도음식|4.54|1150|1300
828|명륜동식당|25.00000000000001|94.69849999999998|77.2105|71.84349999999998|70.5005|25.00000000000001|51|49|육류,고기요리|4.29|152|27
829|명륜포차|41.541411764705884|49.49341176470586|29.723058823529403|24.02235294117648|17.954823529411772|11.764705882352953|53|47|포장마차|4.33|212|73
830|바이미디저트|11.764705882352953|48.53952941176469|29.940705882352947|11.764705882352953|11.764705882352953|11.764705882352953|64|36|카페,디저트|4.65|117|73
831|별달밤|25.00000000000001|95.50799999999995|83.98749999999995|67.15849999999999|41.25299999999997|25.00000000000001|52|48|카페,디저트|4.7|36|1
832|블루룸|11.764705882352953|49.05717647058824|29.68611764705882|21.00023529411764|11.764705882352953|11.764705882352953|53|47|카페,디저트|4.65|187|337
833|비어오크|11.764705882352953|50.75835294117647|28.86235294117647|22.460470588235296|19.190117647058827|11.764705882352953|53|47|맥주,호프|4.47|529|203
834|솔트24|60.86699999999998|99.569|81.423|74.39499999999997|61.13949999999999|25.00000000000001|62|38|베이커리|4.47|852|90
