,name,score,visitCount,blogCount
669,홍대돈부리 건대점,4.5/5,방문자 리뷰_ 246,블로그 리뷰_ 476
670,동해해물,4.38/5,방문자 리뷰_ 120,블로그 리뷰_ 197
671,샐러디 건대역점,4.56/5,"방문자 리뷰_ 1,137",블로그 리뷰_ 90
672,화양식당,4.17/5,방문자 리뷰_ 217,블로그 리뷰_ 94
673,사거리식당 건대직영점,4.17/5,방문자 리뷰_ 292,블로그 리뷰_ 185
674,노네임드키친,4.79/5,방문자 리뷰_ 89,블로그 리뷰_ 54
675,몽몽공장 아뜰리에 드로잉카페,4.9/5,방문자 리뷰_ 233,블로그 리뷰_ 91
676,복만루,4.46/5,방문자 리뷰_ 151,블로그 리뷰_ 248
677,김부삼 건대점,4.26/5,방문자 리뷰_ 325,블로그 리뷰_ 312
678,이름없는파스타 건대점,4.32/5,방문자 리뷰_ 458,블로그 리뷰_ 136
679,금하,4.24/5,방문자 리뷰_ 285,블로그 리뷰_ 94
680,꼽사리떡볶이,4.15/5,방문자 리뷰_ 226,블로그 리뷰_ 104
681,무지개맥주 건대점,4.64/5,방문자 리뷰_ 139,블로그 리뷰_ 62
682,궤도에오르다,4.58/5,방문자 리뷰_ 207,블로그 리뷰_ 161
683,123막창 서울건대점,4.4/5,방문자 리뷰_ 250,블로그 리뷰_ 70
684,아메리칸트레이 건대입구점,4.4/5,방문자 리뷰_ 62,블로그 리뷰_ 89
685,만원수산 건대점,4.66/5,방문자 리뷰_ 210,블로그 리뷰_ 171
686,당산오돌 구의역점,4.66/5,방문자 리뷰_ 339,블로그 리뷰_ 452
687,아웃닭 건대점,4.44/5,방문자 리뷰_ 442,블로그 리뷰_ 234
688,강경수참치,4.62/5,방문자 리뷰_ 128,블로그 리뷰_ 72
689,온달집 건대점,4.29/5,방문자 리뷰_ 236,블로그 리뷰_ 77
690,조선주막,4.42/5,방문자 리뷰_ 346,블로그 리뷰_ 304
691,갈비집 본,5/5,방문자 리뷰_ 53,블로그 리뷰_ 64
692,푸오커스,5/5,방문자 리뷰_ 104,블로그 리뷰_ 53
693,오감만족,4.37/5,방문자 리뷰_ 187,블로그 리뷰_ 79
694,통큰감자탕,4.51/5,방문자 리뷰_ 192,블로그 리뷰_ 106
695,트리안 건대점,4.45/5,방문자 리뷰_ 328,블로그 리뷰_ 134
696,롤링파스타 건대지점,4.42/5,방문자 리뷰_ 934,블로그 리뷰_ 332
697,대동집 건대점,4.42/5,방문자 리뷰_ 80,블로그 리뷰_ 22
698,난바다스시,4.42/5,방문자 리뷰_ 669,블로그 리뷰_ 69
699,칸틴,4.17/5,방문자 리뷰_ 27,블로그 리뷰_ 42
700,대찬갈비,4.58/5,방문자 리뷰_ 152,블로그 리뷰_ 65
701,알촌 건국대점,4.42/5,방문자 리뷰_ 284,블로그 리뷰_ 66
702,해남닭집,4.53/5,방문자 리뷰_ 257,블로그 리뷰_ 113
703,대곱창 건대점,4.85/5,방문자 리뷰_ 108,블로그 리뷰_ 217
704,블랙아웃커피,4.85/5,방문자 리뷰_ 23,블로그 리뷰_ 20
705,명륜진사갈비 자양점,4.31/5,방문자 리뷰_ 484,블로그 리뷰_ 44
706,연탄불꿀곱창,4.34/5,방문자 리뷰_ 222,블로그 리뷰_ 70
707,털보타코,5/5,방문자 리뷰_ 28,블로그 리뷰_ 65
708,프랭크버거 건대점,4.45/5,방문자 리뷰_ 616,블로그 리뷰_ 168
709,홍대돈부리 건대점,4.5/5,방문자 리뷰_ 246,블로그 리뷰_ 476
710,동해해물,4.38/5,방문자 리뷰_ 120,블로그 리뷰_ 197
711,샐러디 건대역점,4.56/5,"방문자 리뷰_ 1,137",블로그 리뷰_ 90
712,화양식당,4.17/5,방문자 리뷰_ 217,블로그 리뷰_ 94
713,사거리식당 건대직영점,4.17/5,방문자 리뷰_ 292,블로그 리뷰_ 185
714,노네임드키친,4.79/5,방문자 리뷰_ 89,블로그 리뷰_ 54
715,몽몽공장 아뜰리에 드로잉카페,4.9/5,방문자 리뷰_ 233,블로그 리뷰_ 91
716,복만루,4.46/5,방문자 리뷰_ 151,블로그 리뷰_ 248
717,김부삼 건대점,4.26/5,방문자 리뷰_ 325,블로그 리뷰_ 312
718,이름없는파스타 건대점,4.32/5,방문자 리뷰_ 458,블로그 리뷰_ 136
719,금하,4.24/5,방문자 리뷰_ 285,블로그 리뷰_ 94
720,꼽사리떡볶이,4.15/5,방문자 리뷰_ 226,블로그 리뷰_ 104
721,무지개맥주 건대점,4.64/5,방문자 리뷰_ 139,블로그 리뷰_ 62
722,궤도에오르다,4.58/5,방문자 리뷰_ 207,블로그 리뷰_ 161
723,123막창 서울건대점,4.4/5,방문자 리뷰_ 250,블로그 리뷰_ 70
724,아메리칸트레이 건대입구점,4.4/5,방문자 리뷰_ 62,블로그 리뷰_ 89
725,만원수산 건대점,4.66/5,방문자 리뷰_ 210,블로그 리뷰_ 171
726,당산오돌 구의역점,4.66/5,방문자 리뷰_ 339,블로그 리뷰_ 452
727,아웃닭 건대점,4.44/5,방문자 리뷰_ 442,블로그 리뷰_ 234
728,강경수참치,4.62/5,방문자 리뷰_ 128,블로그 리뷰_ 72
729,온달집 건대점,4.29/5,방문자 리뷰_ 236,블로그 리뷰_ 77
730,조선주막,4.42/5,방문자 리뷰_ 347,블로그 리뷰_ 304
731,갈비집 본,5/5,방문자 리뷰_ 53,블로그 리뷰_ 64
732,푸오커스,5/5,방문자 리뷰_ 104,블로그 리뷰_ 53
733,오감만족,4.37/5,방문자 리뷰_ 187,블로그 리뷰_ 79
734,통큰감자탕,4.51/5,방문자 리뷰_ 192,블로그 리뷰_ 106
735,트리안 건대점,4.45/5,방문자 리뷰_ 328,블로그 리뷰_ 134
736,롤링파스타 건대지점,4.42/5,방문자 리뷰_ 934,블로그 리뷰_ 332
737,대동집 건대점,4.42/5,방문자 리뷰_ 80,블로그 리뷰_ 22
738,난바다스시,4.42/5,방문자 리뷰_ 669,블로그 리뷰_ 69
739,칸틴,4.17/5,방문자 리뷰_ 27,블로그 리뷰_ 42
740,대찬갈비,4.58/5,방문자 리뷰_ 152,블로그 리뷰_ 65
741,알촌 건국대점,4.42/5,방문자 리뷰_ 284,블로그 리뷰_ 66
742,해남닭집,4.53/5,방문자 리뷰_ 257,블로그 리뷰_ 113
743,대곱창 건대점,4.85/5,방문자 리뷰_ 108,블로그 리뷰_ 217
744,블랙아웃커피,4.85/5,방문자 리뷰_ 23,블로그 리뷰_ 20
745,명륜진사갈비 자양점,4.31/5,방문자 리뷰_ 484,블로그 리뷰_ 44
746,연탄불꿀곱창,4.34/5,방문자 리뷰_ 222,블로그 리뷰_ 70
747,털보타코,5/5,방문자 리뷰_ 28,블로그 리뷰_ 65
748,프랭크버거 건대점,4.45/5,방문자 리뷰_ 616,블로그 리뷰_ 168
749,홍대돈부리 건대점,4.5/5,방문자 리뷰_ 246,블로그 리뷰_ 476
750,동해해물,4.38/5,방문자 리뷰_ 120,블로그 리뷰_ 197
751,샐러디 건대역점,4.56/5,"방문자 리뷰_ 1,137",블로그 리뷰_ 90
752,화양식당,4.17/5,방문자 리뷰_ 217,블로그 리뷰_ 94
753,사거리식당 건대직영점,4.17/5,방문자 리뷰_ 292,블로그 리뷰_ 185
754,노네임드키친,4.79/5,방문자 리뷰_ 89,블로그 리뷰_ 54
755,몽몽공장 아뜰리에 드로잉카페,4.9/5,방문자 리뷰_ 233,블로그 리뷰_ 91
756,복만루,4.46/5,방문자 리뷰_ 151,블로그 리뷰_ 248
757,김부삼 건대점,4.26/5,방문자 리뷰_ 325,블로그 리뷰_ 312
758,이름없는파스타 건대점,4.32/5,방문자 리뷰_ 458,블로그 리뷰_ 136
759,금하,4.24/5,방문자 리뷰_ 285,블로그 리뷰_ 94
760,꼽사리떡볶이,4.15/5,방문자 리뷰_ 226,블로그 리뷰_ 104
761,무지개맥주 건대점,4.64/5,방문자 리뷰_ 139,블로그 리뷰_ 62
762,궤도에오르다,4.58/5,방문자 리뷰_ 207,블로그 리뷰_ 161
763,123막창 서울건대점,4.4/5,방문자 리뷰_ 250,블로그 리뷰_ 70
764,아메리칸트레이 건대입구점,4.4/5,방문자 리뷰_ 62,블로그 리뷰_ 89
765,만원수산 건대점,4.66/5,방문자 리뷰_ 210,블로그 리뷰_ 171
766,당산오돌 구의역점,4.66/5,방문자 리뷰_ 339,블로그 리뷰_ 452
767,아웃닭 건대점,4.44/5,방문자 리뷰_ 442,블로그 리뷰_ 234
768,강경수참치,4.62/5,방문자 리뷰_ 128,블로그 리뷰_ 72
769,온달집 건대점,4.29/5,방문자 리뷰_ 236,블로그 리뷰_ 77
770,조선주막,4.42/5,방문자 리뷰_ 347,블로그 리뷰_ 304
771,갈비집 본,5/5,방문자 리뷰_ 53,블로그 리뷰_ 64
772,푸오커스,5/5,방문자 리뷰_ 104,블로그 리뷰_ 53
773,오감만족,4.37/5,방문자 리뷰_ 187,블로그 리뷰_ 79
774,통큰감자탕,4.51/5,방문자 리뷰_ 192,블로그 리뷰_ 106
775,트리안 건대점,4.45/5,방문자 리뷰_ 328,블로그 리뷰_ 134
776,롤링파스타 건대지점,4.42/5,방문자 리뷰_ 934,블로그 리뷰_ 332
777,대동집 건대점,4.42/5,방문자 리뷰_ 80,블로그 리뷰_ 22
778,난바다스시,4.42/5,방문자 리뷰_ 669,블로그 리뷰_ 69
779,칸틴,4.17/5,방문자 리뷰_ 27,블로그 리뷰_ 42
780,대찬갈비,4.58/5,방문자 리뷰_ 152,블로그 리뷰_ 65
781,알촌 건국대점,4.42/5,방문자 리뷰_ 284,블로그 리뷰_ 66
782,해남닭집,4.53/5,방문자 리뷰_ 257,블로그 리뷰_ 113
783,대곱창 건대점,4.85/5,방문자 리뷰_ 108,블로그 리뷰_ 217
784,블랙아웃커피,4.85/5,방문자 리뷰_ 23,블로그 리뷰_ 20
785,명륜진사갈비 자양점,4.31/5,방문자 리뷰_ 484,블로그 리뷰_ 44
786,연탄불꿀곱창,4.34/5,방문자 리뷰_ 222,블로그 리뷰_ 70
787,털보타코,5/5,방문자 리뷰_ 28,블로그 리뷰_ 65
788,프랭크버거 건대점,4.45/5,방문자 리뷰_ 616,블로그 리뷰_ 168
789,홍대돈부리 건대점,4.5/5,방문자 리뷰_ 246,블로그 리뷰_ 476
790,동해해물,4.38/5,방문자 리뷰_ 120,블로그 리뷰_ 197
791,샐러디 건대역점,4.56/5,"방문자 리뷰_ 1,137",블로그 리뷰_ 90
792,화양식당,4.17/5,방문자 리뷰_ 217,블로그 리뷰_ 94
793,사거리식당 건대직영점,4.17/5,방문자 리뷰_ 292,블로그 리뷰_ 185
794,노네임드키친,4.79/5,방문자 리뷰_ 89,블로그 리뷰_ 54
795,몽몽공장 아뜰리에 드로잉카페,4.9/5,방문자 리뷰_ 233,블로그 리뷰_ 91
796,복만루,4.46/5,방문자 리뷰_ 151,블로그 리뷰_ 248
797,김부삼 건대점,4.26/5,방문자 리뷰_ 325,블로그 리뷰_ 312
798,이름없는파스타 건대점,4.32/5,방문자 리뷰_ 458,블로그 리뷰_ 136
799,금하,4.24/5,방문자 리뷰_ 285,블로그 리뷰_ 94
800,꼽사리떡볶이,4.15/5,방문자 리뷰_ 226,블로그 리뷰_ 104
801,무지개맥주 건대점,4.64/5,방문자 리뷰_ 139,블로그 리뷰_ 62
802,궤도에오르다,4.58/5,방문자 리뷰_ 207,블로그 리뷰_ 161
803,123막창 서울건대점,4.4/5,방문자 리뷰_ 250,블로그 리뷰_ 70
804,아메리칸트레이 건대입구점,4.4/5,방문자 리뷰_ 62,블로그 리뷰_ 89
805,만원수산 건대점,4.66/5,방문자 리뷰_ 210,블로그 리뷰_ 171
806,당산오돌 구의역점,4.66/5,방문자 리뷰_ 339,블로그 리뷰_ 452
807,아웃닭 건대점,4.44/5,방문자 리뷰_ 442,블로그 리뷰_ 234
808,강경수참치,4.62/5,방문자 리뷰_ 128,블로그 리뷰_ 72
809,온달집 건대점,4.29/5,방문자 리뷰_ 236,블로그 리뷰_ 77
810,조선주막,4.42/5,방문자 리뷰_ 347,블로그 리뷰_ 304
811,갈비집 본,5/5,방문자 리뷰_ 53,블로그 리뷰_ 64
812,푸오커스,5/5,방문자 리뷰_ 104,블로그 리뷰_ 53
813,오감만족,4.37/5,방문자 리뷰_ 187,블로그 리뷰_ 79
814,통큰감자탕,4.51/5,방문자 리뷰_ 192,블로그 리뷰_ 106
815,트리안 건대점,4.45/5,방문자 리뷰_ 328,블로그 리뷰_ 134
816,롤링파스타 건대지점,4.42/5,방문자 리뷰_ 934,블로그 리뷰_ 332
817,대동집 건대점,4.42/5,방문자 리뷰_ 80,블로그 리뷰_ 22
818,난바다스시,4.42/5,방문자 리뷰_ 669,블로그 리뷰_ 69
819,칸틴,4.17/5,방문자 리뷰_ 27,블로그 리뷰_ 42
820,대찬갈비,4.58/5,방문자 리뷰_ 152,블로그 리뷰_ 65
821,알촌 건국대점,4.42/5,방문자 리뷰_ 284,블로그 리뷰_ 66
822,해남닭집,4.53/5,방문자 리뷰_ 257,블로그 리뷰_ 113
823,대곱창 건대점,4.85/5,방문자 리뷰_ 108,블로그 리뷰_ 217
824,블랙아웃커피,4.85/5,방문자 리뷰_ 23,블로그 리뷰_ 20
825,명륜진사갈비 자양점,4.31/5,방문자 리뷰_ 484,블로그 리뷰_ 44
826,연탄불꿀곱창,4.34/5,방문자 리뷰_ 222,블로그 리뷰_ 70
827,털보타코,5/5,방문자 리뷰_ 28,블로그 리뷰_ 65
828,프랭크버거 건대점,4.45/5,방문자 리뷰_ 616,블로그 리뷰_ 168
829,홍대돈부리 건대점,4.5/5,방문자 리뷰_ 246,블로그 리뷰_ 476
830,동해해물,4.38/5,방문자 리뷰_ 120,블로그 리뷰_ 197
831,샐러디 건대역점,4.56/5,"방문자 리뷰_ 1,137",블로그 리뷰_ 90
832,화양식당,4.17/5,방문자 리뷰_ 217,블로그 리뷰_ 94
833,사거리식당 건대직영점,4.17/5,방문자 리뷰_ 292,블로그 리뷰_ 185
834,노네임드키친,4.79/5,방문자 리뷰_ 89,블로그 리뷰_ 54
835,몽몽공장 아뜰리에 드로잉카페,4.9/5,방문자 리뷰_ 233,블로그 리뷰_ 91
836,복만루,4.46/5,방문자 리뷰_ 151,블로그 리뷰_ 248
837,김부삼 건대점,4.26/5,방문자 리뷰_ 325,블로그 리뷰_ 312
838,이름없는파스타 건대점,4.32/5,방문자 리뷰_ 458,블로그 리뷰_ 136
839,금하,4.24/5,방문자 리뷰_ 285,블로그 리뷰_ 94
840,꼽사리떡볶이,4.15/5,방문자 리뷰_ 226,블로그 리뷰_ 104
841,무지개맥주 건대점,4.64/5,방문자 리뷰_ 139,블로그 리뷰_ 62
842,궤도에오르다,4.58/5,방문자 리뷰_ 207,블로그 리뷰_ 161
843,123막창 서울건대점,4.4/5,방문자 리뷰_ 250,블로그 리뷰_ 70
844,아메리칸트레이 건대입구점,4.4/5,방문자 리뷰_ 62,블로그 리뷰_ 89
845,만원수산 건대점,4.66/5,방문자 리뷰_ 210,블로그 리뷰_ 171
846,당산오돌 구의역점,4.66/5,방문자 리뷰_ 339,블로그 리뷰_ 452
847,아웃닭 건대점,4.44/5,방문자 리뷰_ 442,블로그 리뷰_ 234
848,강경수참치,4.62/5,방문자 리뷰_ 128,블로그 리뷰_ 72
849,온달집 건대점,4.29/5,방문자 리뷰_ 236,블로그 리뷰_ 77
850,조선주막,4.42/5,방문자 리뷰_ 347,블로그 리뷰_ 304
851,갈비집 본,5/5,방문자 리뷰_ 53,블로그 리뷰_ 64
852,푸오커스,5/5,방문자 리뷰_ 104,블로그 리뷰_ 53
853,오감만족,4.37/5,방문자 리뷰_ 187,블로그 리뷰_ 79
854,통큰감자탕,4.51/5,방문자 리뷰_ 192,블로그 리뷰_ 106
855,트리안 건대점,4.45/5,방문자 리뷰_ 328,블로그 리뷰_ 134
856,롤링파스타 건대지점,4.42/5,방문자 리뷰_ 934,블로그 리뷰_ 332
857,대동집 건대점,4.42/5,방문자 리뷰_ 80,블로그 리뷰_ 22
858,난바다스시,4.42/5,방문자 리뷰_ 669,블로그 리뷰_ 69
859,칸틴,4.17/5,방문자 리뷰_ 27,블로그 리뷰_ 42
860,대찬갈비,4.58/5,방문자 리뷰_ 152,블로그 리뷰_ 65
861,알촌 건국대점,4.42/5,방문자 리뷰_ 284,블로그 리뷰_ 66
862,해남닭집,4.53/5,방문자 리뷰_ 257,블로그 리뷰_ 113
863,대곱창 건대점,4.85/5,방문자 리뷰_ 108,블로그 리뷰_ 217
864,블랙아웃커피,4.85/5,방문자 리뷰_ 23,블로그 리뷰_ 20
865,명륜진사갈비 자양점,4.31/5,방문자 리뷰_ 484,블로그 리뷰_ 44
866,연탄불꿀곱창,4.34/5,방문자 리뷰_ 222,블로그 리뷰_ 70
867,털보타코,5/5,방문자 리뷰_ 28,블로그 리뷰_ 65
868,프랭크버거 건대점,4.45/5,방문자 리뷰_ 616,블로그 리뷰_ 168
869,홍대돈부리 건대점,4.5/5,방문자 리뷰_ 246,블로그 리뷰_ 476
870,동해해물,4.38/5,방문자 리뷰_ 120,블로그 리뷰_ 197
871,샐러디 건대역점,4.56/5,"방문자 리뷰_ 1,137",블로그 리뷰_ 90
