STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_1_FLPOP_CO,TMZON_2_FLPOP_CO,TMZON_3_FLPOP_CO,TMZON_4_FLPOP_CO,TMZON_5_FLPOP_CO,TMZON_6_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
2021,4,R,전통시장,2130184,마포농수산물시장,6804,3176,3628,747,729,976,1320,1158,1874,558,1440,1347,1549,1443,466,918,921,921,940,972,1118,985
2021,4,R,전통시장,2130183,상암동상점가,644422,326329,318094,53700,137763,161170,128920,76872,86000,119309,121568,101222,93466,133653,75205,94681,100596,100596,100525,98179,77339,73002
2021,4,R,전통시장,2130182,영천시장,351522,165320,186201,52252,39268,54053,65044,56194,84712,63580,66216,52199,53460,73601,42466,50096,51641,51641,51351,51467,49108,46778
2021,4,R,전통시장,2130181,아현가구거리상점가,890185,441384,448800,78468,133390,192193,185286,141795,159056,165191,194581,142472,149179,150176,88588,133846,142786,142786,141563,135745,97582,95308
2021,4,R,전통시장,2130180,포방터시장,268724,123211,145513,41899,28424,27232,36922,45970,88277,63319,53165,34263,34479,49762,33738,37293,35935,35935,36500,36917,41829,44000
2021,4,R,전통시장,2130179,이화여대 357길 상점가,913917,304056,609861,76315,401247,150384,100069,83889,102011,192590,185633,134013,134580,165538,101563,131339,134383,134383,134917,132428,128046,118802
2021,4,R,전통시장,2130178,이대 앞 스타트업 상점가,35269,12004,23265,4274,13855,5521,4207,3763,3651,6778,7278,5752,5931,5942,3589,5095,5480,5480,5461,5201,4424,4199
2021,4,R,전통시장,2130177,인왕시장(홍제골목형상점가),121641,53646,67994,15280,15304,13905,16280,21054,39822,13664,22346,19678,22416,29556,13980,17503,17459,17459,17449,17933,17704,16196
2021,4,R,전통시장,2130176,유진상가,21711,9597,12115,3793,2390,2588,3120,3634,6189,2734,3743,3387,3922,5431,2495,3040,3024,3024,3062,3116,3294,3153
2021,4,R,전통시장,2130175,신촌 상인회(신촌상점가),79497,37445,42052,9197,34136,13620,8114,6502,7928,10472,14261,12942,14150,18903,8769,10744,11057,11057,11141,11437,12648,11299
2021,4,R,전통시장,2130174,연희사러가,25682,11866,13816,2171,8026,5235,3571,2904,3773,4544,4897,3857,4034,5362,2986,3563,3639,3639,3678,3750,3795,3582
2021,4,R,전통시장,2130173,백련시장,47541,22113,25429,5375,8406,6648,7778,7248,12086,12309,9623,5660,5936,8001,6012,6725,6621,6621,6714,6749,7018,7026
2021,4,R,전통시장,2130172,모래내시장(서중시장),215425,98493,116933,45966,25585,32879,37568,28430,44999,30822,42019,34704,38815,47266,21799,30696,30539,30539,31074,31489,31931,28937
2021,4,R,전통시장,2130171,불광먹자골목 골목형상점가,611646,261331,350316,54855,85355,90446,86617,106133,188240,68313,107656,93792,114981,151092,75813,84044,83065,83065,84786,83828,95782,93661
2021,4,R,전통시장,2130170,제일시장,40220,17671,22549,3413,6092,6371,5751,7168,11424,5286,7214,6413,7277,9470,4559,5640,5569,5569,5711,5806,6061,5640
2021,4,R,전통시장,2130169,대조시장,395824,177849,217975,38117,59015,65339,56040,67508,109805,101841,74880,46537,49575,70254,52739,55398,54505,54505,55398,56161,59839,58864
2021,4,R,전통시장,2130168,연서시장,193585,88635,104951,20444,27833,26048,26145,31688,61430,39271,35103,25115,26523,40511,27063,27369,26990,26990,27212,27815,29157,27762
2021,4,R,전통시장,2130167,연신내상점가(연빛거리),1613742,744063,869678,179304,322661,244817,232892,248418,385650,271723,308589,217580,238922,361005,215922,227238,228953,228953,232141,237649,236747,218560
2021,4,R,전통시장,2130166,응암시장(신응암시장),41239,18271,22967,6355,3801,7437,7702,5814,10132,10868,8163,4686,4929,7154,5439,5817,5752,5752,5721,5791,6170,6219
2021,4,R,전통시장,2130165,대림골목시장(대림시장 양지시장),167516,75018,92497,16929,21197,24377,25668,27412,51933,35299,32317,21857,23751,32830,21461,23509,23282,23282,23375,23852,25088,25181
2021,4,R,전통시장,2130164,역촌중앙시장,28677,12734,15942,3802,4059,3907,4804,4398,7706,7562,5053,3076,3426,5492,4071,4025,3957,3957,3967,3960,4356,4470
2021,4,R,전통시장,2130163,응암오거리상점가,501562,233879,267682,36871,70568,81423,83828,83050,145822,124949,97841,59283,62838,89628,67023,70454,70415,70415,71046,71492,74567,72785
2021,4,R,전통시장,2130162,증산골목시장,153424,70933,82492,20915,20482,21859,22584,23527,44057,39108,30745,17625,17792,27352,20803,21893,21317,21317,21178,21486,22954,23257
2021,4,R,전통시장,2130161,증산종합시장,12400,6013,6387,2162,1297,1916,1779,2149,3099,2817,2459,1664,1686,2214,1559,1804,1827,1827,1826,1825,1688,1626
2021,4,R,전통시장,2130160,수일시장,59397,31320,28076,6176,6898,10002,9812,10763,15743,11071,12690,8279,8305,11436,7615,8594,8852,8852,8767,8864,7905,7414
2021,4,R,전통시장,2130159,공릉동 도깨비시장,467208,211807,255401,44976,101035,64780,58254,71440,126723,135789,92553,49768,50929,74120,64050,67769,65500,65500,64906,66024,68809,69388
2021,4,R,전통시장,2130158,상계역전종합상가,197313,88333,108980,29044,26032,22960,28242,31662,59373,48536,38809,22352,23879,37182,26553,28116,27415,27415,27817,28096,29183,29131
2021,4,R,전통시장,2130157,상계중앙시장,1186390,544965,641425,188393,136382,129373,157176,205733,369335,310926,238041,140162,147416,202094,147750,167264,164909,164909,165275,165122,177126,182188
2021,4,R,전통시장,2130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),55901,22727,33174,8770,6202,9123,9623,8075,14108,14950,10685,6542,7212,9534,6979,7660,7640,7640,7706,7652,8733,8802
2021,4,R,전통시장,2130155,시영B상가(중계 그린아파트 B 상가),34503,14311,20192,5460,3799,5650,5812,4982,8798,7846,6434,4530,5144,6596,3953,4728,4725,4725,4767,4753,5460,5324
2021,4,R,전통시장,2130154,상계주공1단지(가)상가,33236,14702,18533,5636,3747,5056,4992,5232,8573,11544,7272,2958,2497,4105,4858,4838,4879,4879,4818,4839,4500,4518
2021,4,R,전통시장,2130153,창동역상점가,137308,65355,71953,14909,21763,18128,20704,24420,37385,8943,31283,25987,29228,31874,9994,18573,19302,19302,19607,20243,20958,18936
2021,4,R,전통시장,2130152,오!도봉거리 상점가,161687,82117,79568,19036,20060,20279,23452,27547,51311,36889,31442,21239,20923,30333,20858,23310,22813,22813,22782,23083,23242,23560
2021,4,R,전통시장,2130151,신도봉시장,41945,20374,21570,4943,4324,4705,5221,7319,15435,8473,7864,5321,5841,8882,5563,5826,5783,5783,5700,5781,6365,6728
2021,4,R,전통시장,2130150,창동골목시장,517719,242429,275292,68496,62482,60317,79322,97326,149776,147992,100428,53721,54596,85094,75891,74716,73200,73200,73069,73480,74789,75552
2021,4,R,전통시장,2130149,창동신창시장,703824,318299,385526,109006,86638,87437,109827,127268,183647,199172,137622,77903,79741,115375,94013,101728,98881,98881,98614,96828,103783,105552
2021,4,R,전통시장,2130148,방학동도깨비시장,309265,144598,164668,37122,31658,33972,44590,53786,108137,68074,55727,38216,40977,62881,43391,43882,43303,43303,43335,43331,45978,46468
2021,4,R,전통시장,2130147,쌍문역동측상점가,695962,312523,383439,88083,86537,100603,108807,113419,198514,168382,138836,85302,87944,123764,91733,98823,98964,98964,100055,100081,101865,97349
2021,4,R,전통시장,2130146,쌍문시장(쌍문역골목시장),1619464,728793,890672,194306,282278,253056,226635,259017,404172,376784,361647,204051,192872,277852,206258,233299,237039,237039,236385,238522,223059,213219
2021,4,R,전통시장,2130145,쌍문역둘리상점가,140953,65765,75189,15322,20491,22929,20817,22478,38916,30378,27570,17925,19141,27708,18232,19810,19692,19692,19961,19996,21037,20652
2021,4,R,전통시장,2130144,백운시장,136125,58111,78015,17880,16565,17530,20605,20395,43149,43488,29960,13466,12659,18277,18275,19668,19053,19053,19003,18726,19793,20922
2021,4,R,전통시장,2130143,방천골목시장,283270,131839,151433,37942,42725,34926,42592,45252,79834,69898,53541,33263,35259,52986,38324,40468,40292,40292,40416,40362,41220,40463
2021,4,R,전통시장,2130142,강북북부시장,37204,17908,19298,4493,5066,5014,6093,6155,10383,8924,7200,4571,4797,6921,4792,5224,5233,5233,5236,5235,5497,5577
2021,4,R,전통시장,2130141,강북북부골목시장,311917,147819,164098,33856,46845,43342,49956,52020,85897,77787,63188,37628,37940,54200,41173,44115,44475,44475,44458,44233,45096,45580
2021,4,R,전통시장,2130140,숭인시장,28477,11987,16489,3315,4574,3896,4454,4913,7326,3587,5263,4800,5456,6526,2843,3945,4001,4001,4060,4193,4294,3896
2021,4,R,전통시장,2130139,강북종합전통시장(강북종합골목시장),452575,208608,243968,37003,84074,66576,71743,76057,117125,140192,81636,44406,50710,70392,65239,65104,65508,65508,65655,65475,64148,61154
2021,4,R,전통시장,2130138,수유프라자,42635,19647,22987,3999,7697,5593,5634,7391,12320,7919,8248,6112,6526,8693,5135,6033,5959,5959,5951,5977,6363,6423
2021,4,R,전통시장,2130137,수유전통시장(수유시장 수유골목시장),258605,117944,140660,30448,35524,29783,31609,47266,83974,51861,48234,36894,40577,50779,30259,36733,36401,36401,36357,36784,38526,37412
2021,4,R,전통시장,2130136,수유재래시장,229968,105997,123971,32020,33577,28751,28487,39664,67470,69313,47293,25211,24717,33343,30091,32843,32508,32508,32320,32429,33415,34046
2021,4,R,전통시장,2130135,수유중앙골목시장(수유중앙시장),255857,125924,129934,27486,43000,34114,38970,45594,66693,68406,51024,28503,29077,44309,34539,36510,35882,35882,35379,35921,38059,38362
2021,4,R,전통시장,2130134,솔샘시장(미아67동골목시장),95014,41882,53132,15038,8754,10999,15631,15399,29191,8553,15469,16836,20951,24883,8323,13416,13239,13239,13340,13686,14441,13521
2021,4,R,전통시장,2130133,우이골목시장(우이시장),432169,192310,239859,66380,49172,52860,61337,68652,133769,118647,88047,49776,49840,71801,54058,60524,59163,59163,59078,59477,65813,69007
2021,4,R,전통시장,2130132,삼양골목시장(삼양시장),233471,110088,123385,30598,28805,29697,33868,37467,73036,76430,46745,23057,22460,32895,31885,33630,33346,33346,33050,33221,33498,33727
2021,4,R,전통시장,2130131,동북프라자,49575,22333,27241,6407,4898,5597,7576,8310,16786,10591,9335,6631,7123,9810,6086,7142,7087,7087,7102,7217,7096,6830
2021,4,R,전통시장,2130130,수유북부골목시장,24631,11833,12800,3983,2894,3464,3111,3553,7627,6985,4878,2738,2595,4012,3424,3573,3413,3413,3374,3450,3638,3796
2021,4,R,전통시장,2130129,장미원골목시장,354692,153000,201692,52231,42692,45883,50514,55210,108163,89019,73237,43530,45032,61522,42354,49046,48187,48187,47740,47883,55658,58429
2021,4,R,전통시장,2130128,돌곶이시장(석관황금시장),569572,260043,309530,89286,75593,74319,81100,89710,159565,182232,120303,56911,54411,79721,75995,81149,79430,79430,79225,79186,83349,87542
2021,4,R,전통시장,2130127,석관시장,31027,14070,16956,5472,3798,3520,4375,4712,9148,8509,6362,3696,3678,4975,3806,4439,4358,4358,4362,4342,4495,4659
2021,4,R,전통시장,2130126,새석관시장,29820,13808,16013,4012,4317,4700,4463,4720,7611,6823,6161,3756,3729,5339,4015,4266,4243,4243,4292,4267,4218,4292
2021,4,R,전통시장,2130125,장위전통시장,341303,151493,189810,54058,37160,40082,46235,55937,107829,84593,70031,42354,42194,58623,43506,49478,48432,48432,48523,48491,48250,49595
2021,4,R,전통시장,2130124,번동시장,9471,4490,4980,2072,781,1438,1697,1388,2094,2703,1821,1043,1012,1556,1335,1360,1318,1318,1324,1327,1397,1433
2021,4,R,전통시장,2130123,꿈의숲 장곡 골목형상점가,193634,88666,104969,36011,20555,26258,32546,28551,49714,50008,36165,21627,22716,35693,27427,28204,27115,27115,27194,27240,28118,28502
2021,4,R,전통시장,2130122,밤나무골시장,29579,13267,16311,5915,2634,3877,5023,4413,7715,5035,5288,4433,5051,6576,3196,4278,4215,4215,4212,4298,4340,3967
2021,4,R,전통시장,2130121,길음시장,106252,48845,57407,19818,12416,15066,18546,16112,24292,22734,20309,13595,15517,20839,13258,15129,15352,15352,15341,15450,15485,14139
2021,4,R,전통시장,2130120,돈암시장(돈암제일시장),764623,334874,429751,104421,189662,114789,107568,99627,148557,126508,134739,110153,120277,179243,93703,105070,106524,106524,107082,109972,118035,110988
2021,4,R,전통시장,2130119,정릉아리랑시장,157380,70668,86712,26714,20171,22077,24609,23307,40504,37615,30350,18312,20493,30289,20322,21841,21696,21696,21644,21632,24484,24591
2021,4,R,전통시장,2130118,정릉골 골목형상점가,193057,90289,102768,21851,35883,24980,29204,27529,53609,49682,39864,21874,22633,32861,26142,27343,27281,27281,27373,27261,28040,28441
2021,4,R,전통시장,2130117,정릉시장,323063,157365,165698,44863,71004,38976,43579,45832,78812,64596,58048,41063,47655,69460,42242,45337,43977,43977,44239,45033,50288,49994
2021,4,R,전통시장,2130116,동성타워프라자,26072,12074,13999,4847,3187,3535,3755,4501,6246,7874,5049,2538,2727,4166,3719,3673,3686,3686,3685,3726,3846,3801
2021,4,R,전통시장,2130115,우림골목시장,710173,330124,380050,69473,93856,109341,105158,128478,203864,184495,134795,82116,85376,126527,96865,100619,99516,99516,99222,99626,105866,106278
2021,4,R,전통시장,2130114,유영시장,34760,15825,18936,5179,4491,4878,4792,6197,9225,10796,7716,3670,3507,4589,4482,5136,5160,5160,5030,4984,4652,4678
2021,4,R,전통시장,2130113,신아타운,61527,27251,34276,11562,7187,8079,8589,10067,16042,14376,11500,7433,8089,11941,8188,8814,8840,8840,8849,8904,8670,8568
2021,4,R,전통시장,2130112,사가정시장,601914,278978,322936,60131,95486,91181,95155,102653,157308,119874,115507,72415,79778,129902,84437,86106,84833,84833,84057,85562,89281,86926
2021,4,R,전통시장,2130111,동원전통종합시장(동원시장 동원전통시장 상점가),917592,417102,500490,105839,125958,135769,122288,167413,260327,213795,176508,111817,122097,173617,119759,130394,129239,129239,129207,130835,135305,134102
2021,4,R,전통시장,2130110,면목골목시장(면목시장),528721,247268,281454,65960,63368,74729,78002,90021,156642,139672,103310,60487,63018,91394,70842,76239,74772,74772,74471,74494,76424,77666
2021,4,R,전통시장,2130109,묵1동도깨비시장,128807,61599,67210,15856,20741,21062,21686,19343,30120,25733,25237,16984,18107,26966,15779,17622,17215,17215,17384,17505,20513,21317
2021,4,R,전통시장,2130108,태능엔터피아(태릉시장),49136,23161,25975,5838,5631,6424,6887,8616,15740,13841,9930,5529,5669,7843,6325,7013,7064,7064,7027,6937,7001,7044
2021,4,R,전통시장,2130107,중랑동부시장(중랑교종합상가),56875,27882,28994,5126,9911,9713,9164,9881,13081,15010,10609,6070,6678,10215,8293,8137,8100,8100,8080,8027,8317,8112
2021,4,R,전통시장,2130106,중랑동부시장,582321,282754,299567,60786,84038,83003,93594,106460,154441,130262,106805,71008,78459,115240,80547,83510,83186,83186,82983,82930,84805,82020
2021,4,R,전통시장,2130105,장미제일시장(중화동제일시장),219113,99256,119857,25093,27462,33064,31950,40956,60587,54390,41235,24731,26497,41948,30311,30663,30404,30404,30297,30176,32960,34228
2021,4,R,전통시장,2130104,전곡시장,74601,36836,37765,11576,8974,10368,12099,11408,20176,22810,15968,7876,7532,10873,9542,10558,10476,10476,10501,10390,10924,11301
2021,4,R,전통시장,2130103,이경시장,36298,16120,20177,4354,5548,4893,5791,5823,9887,9032,7405,4227,4402,6501,4729,5128,5009,5009,4994,5032,5444,5682
2021,4,R,전통시장,2130102,이문제일시장,35744,15892,19854,5603,5762,4488,5966,4110,9817,10262,7153,3877,3818,5677,4960,5055,5036,5036,5012,5010,5172,5453
2021,4,R,전통시장,2130101,답십리현대시장,294942,139116,155826,37630,39049,46443,48048,47481,76292,67822,58866,36229,38956,55222,37846,41532,41265,41265,41348,41556,43613,44446
2021,4,R,전통시장,2130100,답십리시장,289226,132520,156706,45905,26592,43159,44729,48444,80396,64955,59995,38081,39224,53064,33908,40983,40418,40418,40537,40985,43293,42273
2021,4,R,전통시장,2130099,전농로터리시장,252661,117188,135474,51511,43142,36704,41649,33729,45927,47744,49869,35506,37775,50418,31349,36356,36736,36736,37300,36902,34415,33403
2021,4,R,전통시장,2130098,회기시장,199047,88831,110216,25990,88657,24504,18812,16666,24418,31517,39361,31343,32633,41700,22493,28342,29264,29264,29305,29150,27093,26428
2021,4,R,전통시장,2130097,답십리 건축자재시장,504485,235330,269156,72930,74436,72070,71802,82219,131029,124880,108293,63960,59993,83499,63859,71757,72188,72188,73133,73404,70627,71292
2021,4,R,전통시장,2130096,동부시장,53929,26456,27473,4131,9222,9831,8725,8982,13037,8136,11457,8536,8710,11213,5878,7828,7954,7954,7975,8100,7320,6777
2021,4,R,전통시장,2130095,청량리전통시장,277918,145119,132799,13417,27036,30573,36429,52235,118229,39452,58028,51872,53489,50449,24629,40316,40794,40794,41352,41383,39504,33563
2021,4,R,전통시장,2130094,청량리청과물시장,193642,99994,93648,9230,17795,21522,25223,36313,83558,27386,41820,36734,37477,33508,16717,28453,28865,28865,29307,29206,26723,22169
2021,4,R,전통시장,2130093,동서시장,40627,20770,19856,2136,3235,4312,5299,7570,18075,6106,9004,7703,7718,6604,3495,5992,6065,6065,6150,6106,5573,4681
2021,4,R,전통시장,2130092,청량리농수산물시장,249419,127638,121781,12799,20839,26667,32631,46523,109960,38078,54977,46836,46906,40765,21857,36587,37068,37068,37634,37305,34690,29060
2021,4,R,전통시장,2130091,청량종합도매시장,419425,215677,203747,21587,35342,44627,54943,78294,184632,65061,92105,78045,78203,68826,37184,61398,62153,62153,63048,62530,58655,49443
